id;ilcekod;ad;kod;sirano;koyad;koykod
1;1104;MERKEZ;1;0;MERKEZ;1
2;1219;MERKEZ;6;0;MERKEZ;93
3;1329;MERKEZ;9;0;MERKEZ;175
4;1437;MERKEZ;12;0;MERKEZ;235
5;1443;MERKEZ;14;0;MERKEZ;298
6;1486;MERKEZ;16;0;MERKEZ;338
7;1580;MERKEZ;18;0;MERKEZ;427
8;1588;MERKEZ;20;0;MERKEZ;445
9;1687;MERKEZ;21;0;MERKEZ;472
10;1734;MERKEZ;22;0;MERKEZ;503
11;1748;MERKEZ;2;0;MERKEZ;6
12;1757;MERKEZ;5;0;MERKEZ;65
13;1806;MERKEZ;11;0;MERKEZ;215
14;2032;MERKEZ;1611;0;MERKEZ;37740
15;2033;MERKEZ;1612;0;MERKEZ;37741
16;1105;MERKEZ;23;0;MERKEZ;522
17;1105;MERKEZ;23;0;AHMETHOCA;523
18;1105;MERKEZ;23;0;ALİBEY;524
19;1105;MERKEZ;23;0;TERMAN;525
20;1105;MERKEZ;23;0;AYDINLAR;526
21;1105;MERKEZ;23;0;BAĞDERE;527
22;1105;MERKEZ;23;0;BAŞPINAR;528
23;1105;MERKEZ;23;0;BOZTEPE;529
24;1105;MERKEZ;23;0;BÖRKENEK;530
25;1105;MERKEZ;23;0;BÜKLÜM;531
26;1105;MERKEZ;23;0;BÜYÜKKAVAKLI;532
27;1105;MERKEZ;23;0;BÜYÜKKIRIKLI;533
28;1105;MERKEZ;23;0;ÇAMYURDU;534
29;1105;MERKEZ;23;0;ÇAYIRLI;535
30;1105;MERKEZ;23;0;ÇEMBERLİTAŞ;536
31;1105;MERKEZ;23;0;DAMDIRMAZ;537
32;1105;MERKEZ;23;0;DAVUTHAN;538
33;1105;MERKEZ;23;0;DİŞBUDAK;539
34;1105;MERKEZ;23;0;DURUKAYNAK;540
35;1105;MERKEZ;23;0;GÖLPINAR;541
36;1105;MERKEZ;23;0;GÖZEBAŞI;542
37;1105;MERKEZ;23;0;GÜNEŞLİ;543
38;1105;MERKEZ;23;0;GÜZELYURT;544
39;1105;MERKEZ;23;0;HASANCIK;545
40;1105;MERKEZ;23;0;HASANKENDİ;546
41;1105;MERKEZ;23;0;İNCEBAĞ;547
42;1105;MERKEZ;23;0;İNCELER;548
43;1105;MERKEZ;23;0;ZEY;549
44;1105;MERKEZ;23;0;İPEKLİ;550
45;1105;MERKEZ;23;0;KARAAĞAÇ;551
46;1105;MERKEZ;23;0;KARAGÖL;552
47;1105;MERKEZ;23;0;KARAHÖYÜK;553
48;1105;MERKEZ;23;0;KAYACIK;554
49;1105;MERKEZ;23;0;KAYAÖNÜ;555
50;1105;MERKEZ;23;0;KEMERKAYA;556
51;1105;MERKEZ;23;0;KINDIRALİ;557
52;1105;MERKEZ;23;0;KIZILCAPINAR;558
53;1105;MERKEZ;23;0;KORUKÖY;559
54;1105;MERKEZ;23;0;KUŞTEPE;560
55;1105;MERKEZ;23;0;LOKMAN;561
56;1105;MERKEZ;23;0;OLUKLU;562
57;1105;MERKEZ;23;0;PAŞAMEZRASI;563
58;1105;MERKEZ;23;0;PAYAMLI;564
59;1105;MERKEZ;23;0;SARIHARMAN;565
60;1105;MERKEZ;23;0;ŞEREFLİ;566
61;1105;MERKEZ;23;0;TAŞPINAR;567
62;1105;MERKEZ;23;0;TEKPINAR;568
63;1105;MERKEZ;23;0;TOPTEPE;569
64;1105;MERKEZ;23;0;ULUDAM;570
65;1105;MERKEZ;23;0;UZUNPINAR;571
66;1105;MERKEZ;23;0;YARMAKAYA;572
67;1105;MERKEZ;23;0;YAYLAKONAK;573
68;1105;MERKEZ;23;0;YENİCE;574
69;1105;MERKEZ;23;0;YENİGÜVEN;575
70;1105;MERKEZ;23;0;YENİKÖY;576
71;1105;MERKEZ;23;0;ALBET;577
72;1105;MERKEZ;23;0;DARDAĞAN;578
73;1105;MERKEZ;23;0;ESKİHÜSNÜMANSUR;579
74;1105;MERKEZ;23;0;ZİYARETPAYAMLI;580
75;1105;MERKEZ;23;0;SERHATLI;581
76;1105;MERKEZ;23;0;DÜZCE;582
77;1105;MERKEZ;23;0;ÇINARİK;583
78;1105;MERKEZ;23;0;ATAKÖY;584
79;1105;MERKEZ;23;0;AKHİSAR;585
80;1105;MERKEZ;23;0;AKPINAR;586
81;1105;MERKEZ;23;0;AKDERE;587
82;1105;MERKEZ;23;0;BATTALHÜYÜK;588
83;1105;MERKEZ;23;0;BEBEK;589
84;1105;MERKEZ;23;0;DOYRAN;590
85;1105;MERKEZ;23;0;DURAK;591
86;1105;MERKEZ;23;0;EKİNCİ;592
87;1105;MERKEZ;23;0;ELMACIK;593
88;1105;MERKEZ;23;0;GÜMÜŞKAYA;594
89;1105;MERKEZ;23;0;ILICAK;595
90;1105;MERKEZ;23;0;ATAKENT;596
91;1105;MERKEZ;23;0;KIZILCAHÖYÜK;597
92;1105;MERKEZ;23;0;KUYULU;598
93;1105;MERKEZ;23;0;KÜLAFHÜYÜK;599
94;1105;MERKEZ;23;0;UĞURCA;600
95;1105;MERKEZ;23;0;YAYLADAMI;601
96;1105;MERKEZ;23;0;YEŞİLOVA;602
97;1105;MERKEZ;23;0;AKYAZI;603
98;1105;MERKEZ;23;0;ÇAMGAZİ;604
99;1105;MERKEZ;23;0;ÜÇDİREK;605
100;1105;MERKEZ;23;0;KAYALI;606
101;1105;MERKEZ;23;0;MALPINARI;607
102;1105;MERKEZ;23;0;BAĞPINAR;608
103;1105;MERKEZ;23;0;BOZHÜYÜK;609
104;1105;MERKEZ;23;0;ÇAYLI;610
105;1105;MERKEZ;23;0;ÇOBANDEDE;611
106;1105;MERKEZ;23;0;HACIHALİL;612
107;1105;MERKEZ;23;0;KARAKOÇ;613
108;1105;MERKEZ;23;0;BAĞPINAR KUYUCAK;614
109;1105;MERKEZ;23;0;YAZLIK;616
110;1105;MERKEZ;23;0;KOÇALİ;617
111;1105;MERKEZ;23;0;AKÇALI;618
112;1105;MERKEZ;23;0;BAĞLICA;619
113;1105;MERKEZ;23;0;ÇATALAĞAÇ;620
114;1105;MERKEZ;23;0;DOĞANLI;621
115;1105;MERKEZ;23;0;GÖKÇAY;622
116;1182;MERKEZ;28;0;MERKEZ;648
117;1182;MERKEZ;28;0;AKPINAR;649
118;1182;MERKEZ;28;0;AŞAĞIÇÖPLÜ;650
119;1182;MERKEZ;28;0;BEŞKOZ;651
120;1182;MERKEZ;28;0;BONCUK;652
121;1182;MERKEZ;28;0;BURUNÇAYIR;653
122;1182;MERKEZ;28;0;ÇAMLICA;654
123;1182;MERKEZ;28;0;ÇAYKAYA;655
124;1182;MERKEZ;28;0;ÇİLBOĞAZ;656
125;1182;MERKEZ;28;0;EĞERLİ;657
126;1182;MERKEZ;28;0;SUGÖZÜ;658
127;1182;MERKEZ;28;0;GÜNEYKAŞ;659
128;1182;MERKEZ;28;0;HARMANARDI;660
129;1182;MERKEZ;28;0;KARAGÜVEÇ;661
130;1182;MERKEZ;28;0;KIZILHİSAR;662
131;1182;MERKEZ;28;0;KIZILPINAR;663
132;1182;MERKEZ;28;0;KURUGÖL;664
133;1182;MERKEZ;28;0;KUZEVLERİ;665
134;1182;MERKEZ;28;0;OYRATLI;667
135;1182;MERKEZ;28;0;SARIYAPRAK;668
136;1182;MERKEZ;28;0;TAŞLIYAZI;669
137;1182;MERKEZ;28;0;TOKLU;670
138;1182;MERKEZ;28;0;ÜÇGÖZ;671
139;1182;MERKEZ;28;0;YELBASTI;672
140;1182;MERKEZ;28;0;ÇAKIRHÜYÜK;674
141;1182;MERKEZ;28;0;AKDURAK;675
142;1182;MERKEZ;28;0;AKKUYU;676
143;1182;MERKEZ;28;0;ALIÇLI;677
144;1182;MERKEZ;28;0;CAMUŞÇU;679
145;1182;MERKEZ;28;0;ÇOMAK;680
146;1182;MERKEZ;28;0;HASANLI;681
147;1182;MERKEZ;28;0;KARGALI;682
148;1182;MERKEZ;28;0;KESMETEPE;683
149;1182;MERKEZ;28;0;KONUKLU;684
150;1182;MERKEZ;28;0;KÖSECELİ;685
151;1182;MERKEZ;28;0;KUTLUCA;686
152;1182;MERKEZ;28;0;YAZIBEYDİLİ;687
153;1182;MERKEZ;28;0;YOLDÜZÜ;688
154;1182;MERKEZ;28;0;YUKARISÖĞÜTLÜ;689
155;1182;MERKEZ;28;0;İZOLLU;690
156;1182;MERKEZ;28;0;AKTEPE;691
157;1182;MERKEZ;28;0;BEŞYOL;692
158;1182;MERKEZ;28;0;GEÇİTLİ;693
159;1182;MERKEZ;28;0;HACIHALİL;694
160;1182;MERKEZ;28;0;KESECİK;695
161;1182;MERKEZ;28;0;KIZILİN;696
162;1182;MERKEZ;28;0;SARIKAYA;697
163;1182;MERKEZ;28;0;SAYÖREN;698
164;1182;MERKEZ;28;0;TOKAR;699
165;1182;MERKEZ;28;0;YAZIKARAKUYU;700
166;1182;MERKEZ;28;0;YENİKÖY;701
167;1182;MERKEZ;28;0;DİKİLİTAŞ;702
168;1182;MERKEZ;28;0;AKYAZI;703
169;1182;MERKEZ;28;0;ÖREN;704
170;1182;MERKEZ;28;0;KIZILKAYA;705
171;1182;MERKEZ;28;0;TOPKAPI;706
172;1182;MERKEZ;28;0;DÖRTYOL;707
173;1182;MERKEZ;28;0;SUVARLI;708
174;1182;MERKEZ;28;0;ÇORAK;709
175;1182;MERKEZ;28;0;KARALAR;710
176;1182;MERKEZ;28;0;PINARBAŞI;711
177;1182;MERKEZ;28;0;UZUNKUYU;712
178;1182;MERKEZ;28;0;ŞAMBAYAT;713
179;1182;MERKEZ;28;0;ATMALI;714
180;1182;MERKEZ;28;0;BAŞLI;715
181;1182;MERKEZ;28;0;DOĞANKAYA;716
182;1182;MERKEZ;28;0;TEKAĞAÇ;717
183;1182;MERKEZ;28;0;GÜMÜŞLÜ;718
184;1182;MERKEZ;28;0;ALİŞAR;719
185;1182;MERKEZ;28;0;BAHRİ;37794
186;1182;MERKEZ;28;0;BEREKETLİ;49359
187;1182;MERKEZ;28;0;YAYIKLI;49361
188;1182;MERKEZ;28;0;BERETE;49386
189;1246;MERKEZ;33;0;MERKEZ;720
190;1246;MERKEZ;33;0;AKSU;721
191;1246;MERKEZ;33;0;ALTINTAŞ;722
192;1246;MERKEZ;33;0;BOZGEDİK;723
193;1246;MERKEZ;33;0;ÇAMPINAR;724
194;1246;MERKEZ;33;0;GÖLBAĞI;725
195;1246;MERKEZ;33;0;ASKERHAN;726
196;1246;MERKEZ;33;0;KALECİK;727
197;1246;MERKEZ;33;0;KARAÇAYIR;728
198;1246;MERKEZ;33;0;KARAGÖL;729
199;1246;MERKEZ;33;0;KORUCAK;730
200;1246;MERKEZ;33;0;KÖSEUŞAĞI;731
201;1246;MERKEZ;33;0;MUTLU;732
202;1246;MERKEZ;33;0;PINARBAŞI;733
203;1246;MERKEZ;33;0;RECEP;734
204;1246;MERKEZ;33;0;ŞEREFHAN;735
205;1246;MERKEZ;33;0;YAĞIZATLI;736
206;1246;MERKEZ;33;0;YEŞİLTEPE;737
207;1246;MERKEZ;33;0;YEŞİLYAYLA;738
208;1246;MERKEZ;33;0;FATİH;739
209;1246;MERKEZ;33;0;İNCİRLİ;49517
210;1246;MERKEZ;33;0;YEŞİLOVA;49539
211;1347;MERKEZ;34;0;MERKEZ;740
212;1347;MERKEZ;34;0;AÇMA;741
213;1347;MERKEZ;34;0;AĞAÇLI;742
214;1347;MERKEZ;34;0;AŞAĞIDAĞLICA;743
215;1347;MERKEZ;34;0;BEŞGÖZE;744
216;1347;MERKEZ;34;0;BEYBOSTAN;745
217;1347;MERKEZ;34;0;BUDAKLI;746
218;1347;MERKEZ;34;0;BURÇAKLI;747
219;1347;MERKEZ;34;0;ÇAMİÇİ;748
220;1347;MERKEZ;34;0;ÇİFTHİSAR;749
221;1347;MERKEZ;34;0;ÇOBANPINARI;750
222;1347;MERKEZ;34;0;DAĞDEVİREN;751
223;1347;MERKEZ;34;0;ESKİKENT;752
224;1347;MERKEZ;34;0;GEÇİTLİ;753
225;1347;MERKEZ;34;0;GÖNAN;754
226;1347;MERKEZ;34;0;GÖZPINAR;755
227;1347;MERKEZ;34;0;GÜMÜŞKAŞIK;756
228;1347;MERKEZ;34;0;GÜNDOĞDU;757
229;1347;MERKEZ;34;0;GÜRGENLİ;758
230;1347;MERKEZ;34;0;GÜNGÖRMÜŞ;759
231;1347;MERKEZ;34;0;GÜZELSU;760
232;1347;MERKEZ;34;0;KAŞYAZI;761
233;1347;MERKEZ;34;0;KESERTAŞ;762
234;1347;MERKEZ;34;0;KILIÇ;763
235;1347;MERKEZ;34;0;KORULU;764
236;1347;MERKEZ;34;0;KOŞARLAR;765
237;1347;MERKEZ;34;0;KÖKLÜCE;766
238;1347;MERKEZ;34;0;KÜTÜKLÜ;767
239;1347;MERKEZ;34;0;NAKIŞLI;768
240;1347;MERKEZ;34;0;OYMAKLI;769
241;1347;MERKEZ;34;0;SARAYCIK;770
242;1347;MERKEZ;34;0;SEYİTMAHMUT;771
243;1347;MERKEZ;34;0;SUTEPE;772
244;1347;MERKEZ;34;0;ÜÇKAYA;773
245;1347;MERKEZ;34;0;YAĞMURLU;774
246;1347;MERKEZ;34;0;YAYLADALI;775
247;1347;MERKEZ;34;0;YEŞİLYURT;776
248;1347;MERKEZ;34;0;YUKARIDAĞLICA;777
249;1347;MERKEZ;34;0;GÖLYURT;778
250;1347;MERKEZ;34;0;CEVİZPINAR;779
251;1347;MERKEZ;34;0;DALLARCA;780
252;1347;MERKEZ;34;0;DEMİRTAŞ;781
253;1347;MERKEZ;34;0;KONACIK;782
254;1347;MERKEZ;34;0;ONEVLER;783
255;1347;MERKEZ;34;0;ORTACA;784
256;1347;MERKEZ;34;0;YENİBARDAK;785
257;1354;MERKEZ;36;0;MERKEZ;786
258;1354;MERKEZ;36;0;AKÇAKAYA;787
259;1354;MERKEZ;36;0;AKTOPRAK;788
260;1354;MERKEZ;36;0;AŞAĞIAZAPLI;789
261;1354;MERKEZ;36;0;BAĞLARBAŞI;790
262;1354;MERKEZ;36;0;BALKAR;791
263;1354;MERKEZ;36;0;ÇATALTEPE;792
264;1354;MERKEZ;36;0;HACILAR;793
265;1354;MERKEZ;36;0;KARABAHŞILI;794
266;1354;MERKEZ;36;0;KARABURUN;795
267;1354;MERKEZ;36;0;MEYDAN;796
268;1354;MERKEZ;36;0;OZAN;797
269;1354;MERKEZ;36;0;ÖRENLİ;798
270;1354;MERKEZ;36;0;SAVRAN;799
271;1354;MERKEZ;36;0;YARBAŞI;800
272;1354;MERKEZ;36;0;YEŞİLOVA;801
273;1354;MERKEZ;36;0;YUKARIÇÖPLÜ;802
274;1354;MERKEZ;36;0;YUKARIKARAKUYU;803
275;1354;MERKEZ;36;0;BELÖREN;804
276;1354;MERKEZ;36;0;AŞAĞIKARAKUYU;805
277;1354;MERKEZ;36;0;AŞAĞINASIRLI;806
278;1354;MERKEZ;36;0;ÇATALAĞAÇ;807
279;1354;MERKEZ;36;0;ÇELİKKÖY;808
280;1354;MERKEZ;36;0;GEDİKLİ;809
281;1354;MERKEZ;36;0;HAYDARLI;810
282;1354;MERKEZ;36;0;KÖSÜKLÜ;811
283;1354;MERKEZ;36;0;KÜÇÜKÖREN;812
284;1354;MERKEZ;36;0;YENİKÖY;813
285;1354;MERKEZ;36;0;YUKARINASIRLI;814
286;1354;MERKEZ;36;0;HARMANLI;815
287;1354;MERKEZ;36;0;AKÇABEL;816
288;1354;MERKEZ;36;0;CANKARA;817
289;1354;MERKEZ;36;0;HAMZALAR;818
290;1354;MERKEZ;36;0;YAYLACIK;819
291;1425;MERKEZ;39;0;MERKEZ;820
292;1425;MERKEZ;39;0;ARILI;821
293;1425;MERKEZ;39;0;BELENLİ;822
294;1425;MERKEZ;39;0;BELÖREN;823
295;1425;MERKEZ;39;0;BOĞAZKAYA;824
296;1425;MERKEZ;39;0;BOZTARLA;825
297;1425;MERKEZ;39;0;BÖLÜKYAYLA;826
298;1425;MERKEZ;39;0;BÜYÜKBEY;827
299;1425;MERKEZ;39;0;ÇAKIREŞME;828
300;1425;MERKEZ;39;0;ÇALTILI;829
301;1425;MERKEZ;39;0;ÇATALTEPE;830
302;1425;MERKEZ;39;0;ÇAYBAŞI;831
303;1425;MERKEZ;39;0;ÇIRALIK;832
304;1425;MERKEZ;39;0;ÇUKURTAŞ;833
305;1425;MERKEZ;39;0;DUT;834
306;1425;MERKEZ;39;0;ERİKDERE;835
307;1425;MERKEZ;39;0;FISTIKLI;836
308;1425;MERKEZ;39;0;GÜZELÇAY;837
309;1425;MERKEZ;39;0;HABİPLER;838
310;1425;MERKEZ;39;0;HACIYUSUF;839
311;1425;MERKEZ;39;0;KARACAÖREN;840
312;1425;MERKEZ;39;0;KOZAĞAÇ;841
313;1425;MERKEZ;39;0;KÖSELER;842
314;1425;MERKEZ;39;0;MÜLKKÖY;843
315;1425;MERKEZ;39;0;NARSIRTI;844
316;1425;MERKEZ;39;0;ORTANCA;845
317;1425;MERKEZ;39;0;OVACIK;846
318;1425;MERKEZ;39;0;SALKIMBAĞI;847
319;1425;MERKEZ;39;0;SARISU;848
320;1425;MERKEZ;39;0;ŞAHİNTEPE;849
321;1425;MERKEZ;39;0;TAŞLICA;850
322;1425;MERKEZ;39;0;YELKOVAN;851
323;1425;MERKEZ;39;0;ZEYTİN;852
324;1425;MERKEZ;39;0;ZİYARET;853
325;1425;MERKEZ;39;0;İSLAMKÖY;854
326;1425;MERKEZ;39;0;SUSUZ;855
327;1425;MERKEZ;39;0;ŞENKÖY;856
328;1425;MERKEZ;39;0;AKINCILAR;857
329;1425;MERKEZ;39;0;ADALI;858
330;1425;MERKEZ;39;0;AKALIN;859
331;1425;MERKEZ;39;0;AKTAŞ;860
332;1425;MERKEZ;39;0;BEŞİKLİ;861
333;1425;MERKEZ;39;0;DARDAĞAN;862
334;1425;MERKEZ;39;0;ESKİTAŞ;863
335;1425;MERKEZ;39;0;ELBEYİ;864
336;1425;MERKEZ;39;0;GELDİBULDU;865
337;1425;MERKEZ;39;0;GÖÇERİ;866
338;1425;MERKEZ;39;0;GÜDÜLGE;867
339;1425;MERKEZ;39;0;HASKÖY;868
340;1425;MERKEZ;39;0;İKİZCE;869
341;1425;MERKEZ;39;0;MENZİL;870
342;1425;MERKEZ;39;0;OLUKLU;871
343;1425;MERKEZ;39;0;TUĞLU;872
344;1425;MERKEZ;39;0;ULUPINAR;873
345;1425;MERKEZ;39;0;YENİKUŞAK;874
346;1425;MERKEZ;39;0;CUMHURİYET;875
347;1425;MERKEZ;39;0;ÇAMLICA;876
348;1425;MERKEZ;39;0;YEŞİLKAYA;877
349;1425;MERKEZ;39;0;DAMLACIK;878
350;1425;MERKEZ;39;0;ESENDERE;879
351;1425;MERKEZ;39;0;BURMAPINAR;880
352;1425;MERKEZ;39;0;DOLUCA;881
353;1425;MERKEZ;39;0;KAYADİBİ;882
354;1425;MERKEZ;39;0;ESKİ KAHTA;883
355;1425;MERKEZ;39;0;KOÇTEPE;884
356;1425;MERKEZ;39;0;SIRAKAYA;885
357;1425;MERKEZ;39;0;TEĞMENLİ;886
358;1425;MERKEZ;39;0;YOLALTI;887
359;1425;MERKEZ;39;0;BAĞÖZÜ;888
360;1425;MERKEZ;39;0;NARİNCE;889
361;1425;MERKEZ;39;0;AKDOĞAN;890
362;1425;MERKEZ;39;0;AKKAVAK;891
363;1425;MERKEZ;39;0;ALİDAM;892
364;1425;MERKEZ;39;0;AYDINPINAR;893
365;1425;MERKEZ;39;0;BAĞBAŞI;894
366;1425;MERKEZ;39;0;BALLI;895
367;1425;MERKEZ;39;0;BOSTANLI;896
368;1425;MERKEZ;39;0;BOZPINAR;897
369;1425;MERKEZ;39;0;BÜYÜKBAĞ;898
370;1425;MERKEZ;39;0;ÇARDAK;899
371;1425;MERKEZ;39;0;DUMLU;900
372;1425;MERKEZ;39;0;ECELER;901
373;1425;MERKEZ;39;0;EKİNCİ;902
374;1425;MERKEZ;39;0;ERİKLİ;903
375;1425;MERKEZ;39;0;GÖKÇE;904
376;1425;MERKEZ;39;0;GÖLGELİ;905
377;1425;MERKEZ;39;0;HASANDİĞİN;906
378;1425;MERKEZ;39;0;KARADUT;907
379;1425;MERKEZ;39;0;KAVAKLI;908
380;1425;MERKEZ;39;0;SIRACA;909
381;1425;MERKEZ;39;0;TÜTENOCAK;910
382;1425;MERKEZ;39;0;YAPRAKLI;911
383;1425;MERKEZ;39;0;AKKUŞ;912
384;1425;MERKEZ;39;0;TEKNECİK;913
385;1425;MERKEZ;39;0;DİKENLİ;37664
386;1425;MERKEZ;39;0;KARATAŞ;37783
387;1425;MERKEZ;39;0;NARLIDERE;37911
388;1425;MERKEZ;39;0;IŞIKTEPE;37924
389;1425;MERKEZ;39;0;AKYILDIZ;46944
390;1425;MERKEZ;39;0;TURANLI;49374
391;1592;MERKEZ;43;0;MERKEZ;914
392;1592;MERKEZ;43;0;AKDAMAR;915
393;1592;MERKEZ;43;0;BAĞARASI;916
394;1592;MERKEZ;43;0;BAYIRLI;917
395;1592;MERKEZ;43;0;ÇİÇEK;918
396;1592;MERKEZ;43;0;DOĞANCA;919
397;1592;MERKEZ;43;0;GÖLTARLA;920
398;1592;MERKEZ;43;0;GÖLPINAR;921
399;1592;MERKEZ;43;0;KIRMACIK;922
400;1592;MERKEZ;43;0;KIZILÖZ;923
401;1592;MERKEZ;43;0;KOVANOLUK;924
402;1592;MERKEZ;43;0;KUŞTEPE;925
403;1592;MERKEZ;43;0;OVACIK;926
404;1592;MERKEZ;43;0;TAŞKUYU;927
405;1592;MERKEZ;43;0;TEPEÖNÜ;928
406;1592;MERKEZ;43;0;UZUNTEPE;929
407;1592;MERKEZ;43;0;YARIMBAĞ;930
408;1985;MERKEZ;44;0;MERKEZ;931
409;1985;MERKEZ;44;0;YARPUZLU;932
410;1985;MERKEZ;44;0;AKSU;933
411;1985;MERKEZ;44;0;ALANCIK;934
412;1985;MERKEZ;44;0;ARIKONAK;935
413;1985;MERKEZ;44;0;BALKAYA;936
414;1985;MERKEZ;44;0;ÇAMDERE;937
415;1985;MERKEZ;44;0;ÇAT;938
416;1985;MERKEZ;44;0;ÇATBAHÇE;939
417;1985;MERKEZ;44;0;DİLEKTEPE;940
418;1985;MERKEZ;44;0;ESKİKÖY;941
419;1985;MERKEZ;44;0;GEÇİTLİ;942
420;1985;MERKEZ;44;0;HASANLI;943
421;1985;MERKEZ;44;0;HÜSEYİNLİ;944
422;1985;MERKEZ;44;0;İNLİCE;945
423;1985;MERKEZ;44;0;KARAKÖSE;946
424;1985;MERKEZ;44;0;PINARBAŞI;947
425;1985;MERKEZ;44;0;NARLI;948
426;1985;MERKEZ;44;0;SAKIZ;949
427;1985;MERKEZ;44;0;SERİNCE;950
428;1985;MERKEZ;44;0;SÖĞÜTLÜBAHÇE;951
429;1985;MERKEZ;44;0;SUBAŞI;952
430;1985;MERKEZ;44;0;ŞAHİNBEYLER;953
431;1985;MERKEZ;44;0;ŞAHKOLU;954
432;1985;MERKEZ;44;0;TAŞKALE;955
433;1985;MERKEZ;44;0;UĞURLU;956
434;1989;MERKEZ;46;0;MERKEZ;957
435;1989;MERKEZ;46;0;AKÇATEPE;958
436;1989;MERKEZ;46;0;BOYUNDERE;959
437;1989;MERKEZ;46;0;ÇİFTLİK;960
438;1989;MERKEZ;46;0;HAVUTLU;961
439;1989;MERKEZ;46;0;KAŞLICA;962
440;1989;MERKEZ;46;0;KÖSELİ;963
441;1989;MERKEZ;46;0;MERYEMUŞAĞI;964
442;1989;MERKEZ;46;0;ÖĞÜTLÜ;965
443;1989;MERKEZ;46;0;TEPECİK;966
444;1989;MERKEZ;46;0;YALANKOZ;967
445;1989;MERKEZ;46;0;YAYLIMLI;968
446;1989;MERKEZ;46;0;ELÇİLER;969
447;1989;MERKEZ;46;0;YEŞİLYURT;970
448;1989;MERKEZ;46;0;ÜNLÜCE;971
449;1108;MERKEZ;47;0;MERKEZ;972
450;1108;MERKEZ;47;0;ALCALI;974
451;1108;MERKEZ;47;0;ANITKAYA;975
452;1108;MERKEZ;47;0;BAYRAMGAZİ;978
453;1108;MERKEZ;47;0;BELKARACAÖREN;979
454;1108;MERKEZ;47;0;BEYYAZI;980
455;1108;MERKEZ;47;0;BOSTANLI;981
456;1108;MERKEZ;47;0;HALIMORU;982
457;1108;MERKEZ;47;0;BURHANİYE;983
458;1108;MERKEZ;47;0;ÇAVDARLI;986
459;1108;MERKEZ;47;0;ÇAYIRBAĞ;987
460;1108;MERKEZ;47;0;ÇIKRIK;988
461;1108;MERKEZ;47;0;DEĞİRMENAYVALI;989
462;1108;MERKEZ;47;0;DEĞİRMENDERE;990
463;1108;MERKEZ;47;0;ERKMEN;993
464;1108;MERKEZ;47;0;FETHİBEY;994
465;1108;MERKEZ;47;0;GEBECELER;995
466;1108;MERKEZ;47;0;GÖZSÜZLÜ;996
467;1108;MERKEZ;47;0;IŞIKLAR;997
468;1108;MERKEZ;47;0;KAPLANLI;999
469;1108;MERKEZ;47;0;KARAARSLAN;1000
470;1108;MERKEZ;47;0;KIZILDAĞ;1002
471;1108;MERKEZ;47;0;KOZLUCA;1003
472;1108;MERKEZ;47;0;KÖPRÜLÜ;1004
473;1108;MERKEZ;47;0;KÜÇÜKKALECİK;1006
474;1108;MERKEZ;47;0;NURİBEY;1007
475;1108;MERKEZ;47;0;OLUCAK;1008
476;1108;MERKEZ;47;0;OMUZCA;1009
477;1108;MERKEZ;47;0;SAADET;1010
478;1108;MERKEZ;47;0;SALAR;1012
479;1108;MERKEZ;47;0;SARAYDÜZÜ;1013
480;1108;MERKEZ;47;0;SARIK;1014
481;1108;MERKEZ;47;0;SUSUZ;1015
482;1108;MERKEZ;47;0;SÜLÜMENLİ;1016
483;1108;MERKEZ;47;0;SÜLÜN;1017
484;1108;MERKEZ;47;0;YARIMCA;1018
485;1200;MERKEZ;50;0;MERKEZ;1047
486;1200;MERKEZ;50;0;BÜYÜKKARABAĞ;1048
487;1200;MERKEZ;50;0;DEREKARABAĞ;1049
488;1200;MERKEZ;50;0;DİPEVLER;1050
489;1200;MERKEZ;50;0;DİŞLİ;1051
490;1200;MERKEZ;50;0;GÜNEY;1052
491;1200;MERKEZ;50;0;HAMİDİYE;1053
492;1200;MERKEZ;50;0;KARAYOKUŞ;1054
493;1200;MERKEZ;50;0;KEMERKAYA;1055
494;1200;MERKEZ;50;0;KURUCAOVA;1056
495;1200;MERKEZ;50;0;KUTLU;1057
496;1200;MERKEZ;50;0;NUSRATLI;1058
497;1200;MERKEZ;50;0;ORTAKARABAĞ;1059
498;1200;MERKEZ;50;0;ÖZBURUN;1060
499;1200;MERKEZ;50;0;TAŞAĞIL;1061
500;1200;MERKEZ;50;0;TAŞLIDERE;1062
501;1200;MERKEZ;50;0;YÜRÜKKARACAÖREN;1063
502;1239;MERKEZ;51;0;MERKEZ;1064
503;1239;MERKEZ;51;0;AKKONAK;1065
504;1239;MERKEZ;51;0;ARMUTLU;1066
505;1239;MERKEZ;51;0;AYDOĞMUŞ;1067
506;1239;MERKEZ;51;0;BULANIK;1068
507;1239;MERKEZ;51;0;CUMHURİYET;1069
508;1239;MERKEZ;51;0;ÇAYIRPINAR;1070
509;1239;MERKEZ;51;0;ÇAYIRYAZI;1071
510;1239;MERKEZ;51;0;DERESİNEK;1072
511;1239;MERKEZ;51;0;DEVEDERESİ;1073
512;1239;MERKEZ;51;0;EBER;1074
513;1239;MERKEZ;51;0;GÖCEN;1075
514;1239;MERKEZ;51;0;İNLİ;1076
515;1239;MERKEZ;51;0;KADIKÖY;1077
516;1239;MERKEZ;51;0;KARAMIK;1078
517;1239;MERKEZ;51;0;KARAMIKKARACAÖREN;1079
518;1239;MERKEZ;51;0;KILIÇYAKA;1080
