id;koy_kod;kod;ad
5759;3024;179027;MÜSLÜM
5760;3024;179029;OĞUZLAR
5761;3024;179031;ÖMERLER
5762;3024;179033;SAKARYA
5763;3024;179035;SARIOBA
5764;3024;179037;SAZLAR
5765;3024;179039;SİVRİ
5766;3024;179041;ŞABANÖZÜ
5767;3024;179043;ŞEYHALİ
5768;3024;179045;TAŞPINAR
5769;3024;179047;TATLIKUYU
5770;3024;179049;TÜRKKARSAK
5771;3024;179051;ÜÇPINAR
5772;3024;179053;YAĞMURBABA
5773;3024;179055;YASSIHÜYÜK
5774;3024;179057;YENİCE
5775;3024;179059;YENİDOĞAN
5776;3024;179061;YENİKÖSELER
5777;3024;179063;BABAYAKUP
5778;3024;179065;ESKİKÖSELER
5779;3024;179067;GEDİKLİ
5780;3024;179069;GÜREŞ
5781;3024;179071;HIDIRŞEYH
5782;3024;179073;MACUN
5783;3024;179075;OLUKPINAR
5784;3024;179077;POYRAZ
5785;3024;179079;YENİMEHMETLİ
5786;3024;179081;ADATOPRAKPINAR
5787;3024;179083;AVDANLI
5788;3024;179085;GÜLPINAR
5789;3024;179087;HACIMUSA
5790;3024;179089;HACIMUSLU
5791;3024;179091;HACIOSMANOĞLU
5792;3024;179093;ILICA
5793;3024;179095;İNLER
5794;3024;179097;KABAK
5795;3024;179099;KARABENLİ
5796;3024;179101;KARAHAMZALI
5797;3024;179103;KARAKUYU
5798;3024;179105;KOCAHACILI
5799;3024;179107;ÖRDEKGÖLÜ
5800;3024;179109;ÖZYURT
5801;3024;179111;SABANCA
5802;3024;179113;SARIHALİL
5803;3024;179115;SİNANLI
5804;3024;179117;ŞIHAHMETLİ
5805;3024;179119;TOYDEMİR
5806;3024;179121;TÜFEKÇİOĞLU
5807;3024;179123;TÜRKTACİRİ
5808;3024;179125;UZUNBEY
5809;3024;179127;YAĞCIOĞLU
5810;3024;179129;YARALI
5811;3024;179131;YEŞİLÖZ
5812;3024;179133;YILDIZLI
5813;3024;179135;YÜZÜKBAŞI
5814;3024;179137;SİNCİK
5815;3108;2250;AKSEKİ
5816;3108;2251;BOĞAZİÇİ
5817;3108;2252;CUMHURİYET
5818;3108;2253;EKİCİ
5819;3108;2254;EMEK
5820;3108;2255;HACIENBİYA
5821;3108;2256;HÜRRİYET
5822;3108;2257;İSTİKLAL
5823;3108;2258;KALE
5824;3108;2259;MUSTAFACIK
5825;3108;2260;SANAYİ
5826;3108;2261;SARIKAYA
5827;3108;2262;ŞEYH KUYUSU
5828;3108;2264;TUZLA
5829;3108;2265;YENİ
5830;3108;2266;YEŞİLOVA
5831;3108;98870;MEHMET AKİF ERSOY
5832;3108;179139;ÇALÖREN
5833;3108;179141;DEVEKOVAN
5834;3108;179143;GÜLHÜYÜK
5835;3108;179145;KACARLI
5836;3108;179147;ACIKUYU
5837;3108;179149;ACIÖZ
5838;3108;179151;AKARCA
5839;3108;179153;AKİN
5840;3108;179155;AKTAŞ
5841;3108;179157;ALİUŞAĞI
5842;3108;179159;BAĞOBASI
5843;3108;179161;BALTALI
5844;3108;179163;BÜYÜKDAMLACIK
5845;3108;179165;BÜYÜKKIŞLA
5846;3108;179167;CINGIL
5847;3108;179169;ÇATÇAT
5848;3108;179171;ÇAVUŞKÖY
5849;3108;179173;ÇAYIRÖNÜ
5850;3108;179175;PARLASAN
5851;3108;179177;DELİLLER
5852;3108;179179;DOĞANKAYA
5853;3108;179181;ELEY
5854;3108;179183;FADILLI
5855;3108;179185;GEÇİTLİ
5856;3108;179187;HACIBEKTAŞLI
5857;3108;179189;HAMZALI
5858;3108;179191;HAYDARLI
5859;3108;179193;KADINCIK
5860;3108;179195;KADIOBASI
5861;3108;179197;KARABÜK
5862;3108;179199;KARAMOLLAUŞAĞI
5863;3108;179201;KARANDERE
5864;3108;179203;KÜÇÜKDAMLACIK
5865;3108;179205;MUSULAR
5866;3108;179207;ODUNBOĞAZI
5867;3108;179209;PALAZOBASI
5868;3108;179211;SADIKLI
5869;3108;179213;SEYMENLİ
5870;3108;179215;ŞANLIKIŞLA
5871;3108;179217;ŞEKERKÖY
5872;3108;179219;ŞEREFLİDAVUTLU
5873;3108;179221;ŞEYHLİ
5874;3108;179223;ÜZENGİLİK
5875;3108;179225;YALNIZPINAR
5876;3108;179227;YAZISÖĞÜT
5877;3108;179229;YEŞİLYURT
5878;3108;179231;YUSUFKUYUSU
5879;3108;185350;MUSTAFACIK OSB
5880;3215;2486;BOĞAZ
5881;3215;2487;DEMİRCİLER
5882;3215;2488;FAKILAR
5883;3215;2489;HACI İLYAS
5884;3215;179699;YARPUZ
5885;3215;179707;CEVİZLİ
5886;3215;179735;BADEMLİ
5887;3215;179755;KUYUCAK
5888;3215;179767;SÜLEYMANİYE
5889;3215;179789;GÜÇLÜKÖY
5890;3215;179803;AKŞAHAP
5891;3215;179813;BELENALAN
5892;3215;179817;BUCAKALAN
5893;3215;179819;BUCAKKIŞLA
5894;3215;179823;BÜYÜKALAN
5895;3215;179825;ÇANAKPINAR
5896;3215;179829;ÇİMİKÖY
5897;3215;179831;DİKMEN
5898;3215;179835;DUTLUCA
5899;3215;179839;EMİRAŞIKLAR
5900;3215;179843;HÜSAMETTİNKÖY
5901;3215;179847;MENTEŞBEY
5902;3215;179853;MİNARELİ
5903;3215;179855;SARIHACILAR
5904;3215;179859;SARIHALİLLER
5905;3215;179861;CECELER
5906;3215;179865;ÇINARDİBİ
5907;3215;179869;DEĞİRMENLİK
5908;3215;179873;GÜMÜŞDAMLA
5909;3215;179877;GÜNYAKA
5910;3215;179881;KARAKIŞLA
5911;3215;179885;SALİHLER
5912;3215;179889;SUSUZŞAHAP
5913;3215;179893;GERİŞ
5914;3215;179897;ALAÇEŞME
5915;3215;179901;AŞAĞIAŞIKLAR
5916;3215;179905;CEMERLER
5917;3215;179909;CENDEVE
5918;3215;179913;ERENYAKA
5919;3215;179917;GÜNEYKAYA
5920;3215;179921;HOCAKÖY
5921;3215;179923;KEPEZ
5922;3215;179929;KEPEZBELENİ
5923;3215;179933;MAHMUTLU
5924;3215;179937;SADIKLAR
5925;3215;179939;SİNANHOCA
5926;3215;179941;GÜZELSU
5927;3215;179943;ÇALTILIÇUKUR
5928;3215;179945;ÇUKURKÖY
5929;3215;179947;PINARBAŞI
5930;3215;179949;TAŞLICA
5931;3263;2504;BEKTAŞ
5932;3263;2505;BÜYÜKHASBAHÇE
5933;3263;2506;CUMHURİYET
5934;3263;2507;ÇARŞI
5935;3263;2508;GÜLLER PINARI
5936;3263;2509;HACET
5937;3263;2510;HİSARİÇİ
5938;3263;2511;KADIPAŞA
5939;3263;2512;KIZLAR PINARI
5940;3263;2513;KÜÇÜKHASBAHÇE
5941;3263;2514;SARAY
5942;3263;2515;SUGÖZÜ
5943;3263;2516;ŞEKERHANE
5944;3263;2517;TEPE
5945;3263;2518;TOPHANE
5946;3263;99027;DİNEK
5947;3263;99028;FIĞLA
5948;3263;99747;YASİRALİ
5949;3263;179951;AVSALLAR
5950;3263;179955;CİKCİLLİ
5951;3263;179993;ÇIPLAKLI
5952;3263;180019;EMİŞBELENİ
5953;3263;180035;KARGICAK
5954;3263;180053;KESTEL
5955;3263;180085;KONAKLI
5956;3263;180203;MAHMUTLAR
5957;3263;180247;OBA
5958;3263;180249;OKURCALAR
5959;3263;180251;PAYALLAR
5960;3263;180253;TOSMUR
5961;3263;180255;TÜRKLER
5962;3263;180257;İNCEKUM
5963;3263;180259;GÜZELBAĞ
5964;3263;180261;DEMİRTAŞ
5965;3263;180263;AKÇATI
5966;3263;180265;AKDAM
5967;3263;180267;ALACAMİ
5968;3263;180269;ASMACA
5969;3263;180271;BADEMAĞACI
5970;3263;180273;BASIRLI
5971;3263;180275;BIÇAKÇI
5972;3263;180277;BUCAK
5973;3263;180279;ÇAKALLAR
5974;3263;180281;DEĞİRMENDERE
5975;3263;180283;DERE
5976;3263;180285;ELİKESİK
5977;3263;180287;GÖZÜKÜÇÜKLÜ
5978;3263;180289;GÜMÜŞKAVAK
5979;3263;180291;HACIKERİMLER
5980;3263;180293;KARAKOCALI
5981;3263;180295;KAYABAŞI
5982;3263;180297;KIZILCAŞEHİR
5983;3263;180299;KUZYAKA
5984;3263;180301;MAHMUTSEYDİ
5985;3263;180303;OBAALACAMİ
5986;3263;180305;ÖTEKÖY
5987;3263;180307;PAŞAKÖY
5988;3263;180309;SABURLAR
5989;3263;180311;SOĞUKPINAR
5990;3263;180313;SÜLEYMANLAR
5991;3263;180315;TAŞBAŞI
5992;3263;180317;TOSLAK
5993;3263;180319;TÜRKTAŞ
5994;3263;180321;UĞURLU
5995;3263;180323;ALARA
5996;3263;180325;UZUNÖZ
5997;3263;180327;ÜZÜMLÜ
5998;3263;180329;YALÇI
5999;3263;180331;YAYLALI
6000;3263;180333;YENİKÖY
6001;3263;180335;BAYIRKOZAĞACI
6002;3263;180337;BAYIR
6003;3263;180339;BURÇAKLAR
6004;3263;180341;GÖZÜBÜYÜK
6005;3263;180343;GÜMÜŞGÖZE
6006;3263;180345;GÜNEY
6007;3263;180347;KARAMANLAR
6008;3263;180349;ORHAN
6009;3263;180351;YENİCE
6010;3263;180353;ALİEFENDİ
6011;3263;180355;BAŞKÖY
6012;3263;180357;BELDİBİ
6013;3263;180359;BEYRELİ
6014;3263;180361;BÜYÜKPINAR
6015;3263;180363;ÇAMLICA
6016;3263;180365;FAKIRCALI
6017;3263;180367;HOCALAR
6018;3263;180369;İMAMLI
6019;3263;180371;İSHAKLI
6020;3263;180373;İSBATLI
6021;3263;180375;KARAPINAR
6022;3263;180377;KEŞEFLİ
6023;3263;180379;KOCAOĞLANLI
6024;3263;180381;ÖZVADİ
6025;3263;180383;SAPADERE
6026;3263;180385;SEKİ
6027;3263;180387;ŞIHLAR
6028;3263;180389;TIRILAR
6029;3263;180391;UĞRAK
6030;3263;180393;YAYLAKONAK
6031;3348;2576;CAMİATİK
6032;3348;2577;CAMİCEDİT
6033;3348;2578;GÜNDOĞAN
6034;3348;2579;İPLİK PAZARI
6035;3348;2580;KAPMESCİT
6036;3348;2581;KARYAĞDI
6037;3348;2582;TAHTAMESCİT
6038;3348;2583;TOKLULAR
6039;3348;2584;YENİ
6040;3348;180399;YUVA
6041;3348;180401;AKÇAY
6042;3348;180403;BAYINDIR
6043;3348;180405;BAYRALAR
6044;3348;180407;BEYLER
6045;3348;180409;BOZHÜYÜK
6046;3348;180411;BÜYÜKSÖĞLE
6047;3348;180413;DEREKÖY
6048;3348;180415;DÜDEN
6049;3348;180417;ESKİHİSAR
6050;3348;180419;EYMİR
6051;3348;180421;GEÇİT
6052;3348;180423;GEÇMEN
6053;3348;180425;GÖKPINAR
6054;3348;180427;GÖLTARLA
6055;3348;180429;HACIMUSALAR
6056;3348;180431;HACIYUSUFLAR
6057;3348;180433;İMİRCİK
6058;3348;180435;KARAMIK
6059;3348;180437;KIŞLA
6060;3348;180439;KOCAPINAR
6061;3348;180441;KUZKÖY
6062;3348;180443;KÜÇÜKSÖĞLE
6063;3348;180445;MACUN
6064;3348;180447;MURSAL
6065;3348;180449;PİRHASANLAR
6066;3348;180451;SALUR
6067;3348;180453;TAVULLAR
6068;3348;180455;YAKAÇİFTLİKKÖYÜ
6069;3348;180457;YALNIZDAM
6070;3348;180459;YAPRAKLI
6071;3348;180461;YILMAZLI
6072;3348;180463;YÖRENLER
6073;3348;180465;AHATLI
6074;3348;180467;AKÇAENİŞ
6075;3348;180469;ARMUTLU
6076;3348;180471;AFŞAR
6077;3348;180473;ÇAYBAŞI
6078;3348;180475;İSLAMLAR
6079;3348;180477;KIZILCA
6080;3348;180479;SARILAR
6081;3348;180481;TEKKE
6082;3348;180483;ZÜMRÜTOVA
6083;3348;180485;GÖLOVA
6084;3348;180487;İLYAĞI
6085;3348;180489;ÇOBANİSA
6086;3348;180491;ÇUKURELMA
6087;3348;180493;GÜMÜŞYAKA
6088;3348;180495;KARAKÖY
6089;3348;180497;OVACIK
6090;3348;180499;ÖZDEMİR
6091;3400;2592;ESKİ
6092;3400;2593;İSKELE
6093;3400;2594;KALE
6094;3400;2595;KIZILCA
6095;3400;2596;YENİ
6096;3400;99123;KARŞIYAKA
6097;3400;180501;HASYURT
6098;3400;180503;SAHİLKENT
6099;3400;180505;TURUNÇOVA
6100;3400;180507;YEŞİLYURT
6101;3400;180509;AKÇAALAN
6102;3400;180511;ALACADAĞ
6103;3400;180513;ARİF
6104;3400;180515;ASARÖNÜ
6105;3400;180517;BOLDAĞ
6106;3400;180519;ÇAMLIBEL
6107;3400;180521;DAĞBAĞ
6108;3400;180523;GÖKBÜK
6109;3400;180525;GÖKÇEYAKA
6110;3400;180527;ERNEZ
6111;3400;180529;YALNIZ
6112;3400;180531;YAZIR
6113;3400;180533;YEŞİLKÖY
6114;3400;180535;YUVALI
6115;3400;180537;SAKLISU
6116;3400;199693;KUM
6117;3419;2615;AYDIN
6118;3419;2616;BAKILAR
6119;3419;2617;CUMHURİYET
6120;3419;2618;EKMEL
6121;3419;2619;GAZİ
6122;3419;2620;İSTİKLAL
6123;3419;2621;KORU
6124;3419;2622;PAZARCI
6125;3419;2623;YENİ
6126;3419;99713;ESENTEPE
6127;3419;180539;KAHYALAR
6128;3419;180541;AKOLUK
6129;3419;180543;AYDINCIK
6130;3419;180545;BEYOBASI
6131;3419;180547;BEYREBUCAK
6132;3419;180549;ÇAKMAK
6133;3419;180551;ÇALIPINAR
6134;3419;180553;ÇAMLICA
6135;3419;180555;ÇIĞLIK
6136;3419;180557;ÇİLE
6137;3419;180559;ÇİMENBAĞ
6138;3419;180561;ÇOBANLAR
6139;3419;180563;ÇÖRÜŞ
6140;3419;180565;DOĞANCA
6141;3419;180567;ESENPINAR
6142;3419;180569;GÖÇÜK
6143;3419;180571;GÖKÇEBELEN
6144;3419;180573;GÖKÇESARAY
6145;3419;180575;GÜNEYKÖY
6146;3419;180577;GÜRÇAM
6147;3419;180579;HASDERE
6148;3419;180581;ILICA
6149;3419;180583;İNAL
6150;3419;180585;İNCEĞİZ
6151;3419;180587;KARAÇUKUR
6152;3419;180589;KARALAR
6153;3419;180591;KARATEPE
6154;3419;180593;KIRAHMETLER
6155;3419;180595;KIZILGÜNEY
6156;3419;180597;KORUBAŞI
6157;3419;180599;KÜÇÜKLÜ
6158;3419;180601;MACAR
6159;3419;180603;MUZKENT
6160;3419;180605;ÖZNURTEPE
6161;3419;180607;SUGÖZÜ
6162;3419;180609;ŞAHİNLER
6163;3419;180611;ÜÇKONAK
6164;3419;180613;YAKACIK
6165;3419;180615;YENİGÜNEY
6166;3419;180617;YENİKÖY
6167;3419;180619;YEŞİLYURT
6168;3419;180621;ZEYTİNADA
6169;3419;198185;SARIAĞAÇ
6170;3462;2626;RASİH KAPLAN
6171;3462;2627;ÖZÜGÜR 
6172;3462;2629;FATİH
6173;3462;180623;SENİR
6174;3462;180625;KÖPRÜLÜ
6175;3462;180627;ORTAKÖY
6176;3462;180629;ÇAYIRÖZÜ
6177;3462;180631;ÇİÇEKOLUK
6178;3462;180633;GÜNEYCİK
6179;3462;180635;GÜNEYYAKA
6180;3462;180637;KALECİK
6181;3462;180639;KARABUL
6182;3462;180641;KARADERE
6183;3462;180643;KARAİSA
6184;3462;180645;KOZAĞACI
6185;3462;180647;NARAĞACI
6186;3462;180649;PEMBELİK
6187;3462;180651;SERİNYAKA
6188;3462;180653;UMUTLU
6189;3462;180655;ORTAKONUŞ
6190;3462;180657;AKYAR
6191;3462;180659;BALKAYA
6192;3462;180661;BEDAN
6193;3462;180663;ÇALTI
6194;3462;180665;ÇAMLIALAN
6195;3462;180667;ESKİBAĞ
6196;3462;180669;KARAKÖY
6197;3462;180671;KAYABÜKÜ
6198;3462;180673;YENİKÖY
6199;3490;2637;AŞAĞI
6200;3490;2638;AYDINYAYLA
6201;3490;2639;ÇUKURVİRAN
6202;3490;2640;DÜZLEN
6203;3490;2641;YUKARI 
6204;3490;180675;ORMANA
6205;3490;180677;BAŞLAR
6206;3490;180679;ÜRÜNLÜ
6207;3490;180681;ÜZÜMDERE
6208;3495;2643;ALAKENT
6209;3495;2644;BÜYÜKKUM
6210;3495;2645;GÖKYAZI
6211;3495;2646;KARABUCAK
6212;3495;2647;KAYAALTI
6213;3495;2648;KÜÇÜKKUM
6214;3495;2649;YAYLAKAYA
6215;3495;180683;BEYMELEK
6216;3495;180685;BELÖREN
6217;3495;180687;ÇAĞMAN
6218;3495;180689;ÇEVRELİ
6219;3495;180691;DAVAZLAR
6220;3495;180693;GÜRSES
6221;3495;180695;KALEÜÇAĞIZ
6222;3495;180697;KAPAKLI
6223;3495;180699;KÖŞKERLER
6224;3495;180701;YAVU
6225;3506;2654;ANDİFLİ
6226;3506;180703;GÖMBE
6227;3506;180705;KALKAN
6228;3506;180707;KINIK
6229;3506;180713;OVA
6230;3506;180719;YEŞİLKÖY
6231;3506;180721;AĞULLU
6232;3506;180723;AHATLI
6233;3506;180729;AKÖRÜ
6234;3506;180739;BAYINDIR
6235;3506;180743;BELDİBİ
6236;3506;180745;BELENLİ
6237;3506;180755;BELKONAK
6238;3506;180757;SAHİL BARAK
6239;3506;180761;ÇATALOLUK
6240;3506;180765;ÇERLER
6241;3506;180769;ÇEŞME
6242;3506;180775;ÇUKURBAĞ
6243;3506;180785;DERE
6244;3506;180791;DİRGENLER
6245;3506;180799;DOĞANTAŞ
6246;3506;180801;GÜRSU
6247;3506;180803;GÖKÇEÖREN
6248;3506;180807;GÖKÇEYAZI
6249;3506;180809;KARADAĞ
6250;3506;180811;KASABA
6251;3506;180813;KEMER
6252;3506;180815;SAHİLKILINÇLI
6253;3506;180817;YAYLAKILINÇLI
6254;3506;180821;KIZILAĞAÇ
6255;3506;180823;ORTABAĞ
6256;3506;180827;PINARBAŞI
6257;3506;180829;SARILAR
6258;3506;180831;SİNNELİ
6259;3506;180833;SÜTLEĞEN
6260;3506;180835;UĞRAR
6261;3506;180839;YENİKÖY
6262;3506;180841;YEŞİLBARAK
6263;3506;180843;CEMRE
6264;3506;180845;AKLAR
6265;3506;180851;BEZİRGAN
6266;3506;180859;ÇAMLIKÖY
6267;3506;180863;ÇAMLIOVA
6268;3506;180865;ÇAVDIR
6269;3506;180867;ÇAYKÖY
6270;3506;180869;GELEMİŞ
6271;3506;180873;HACIOĞLAN
6272;3506;180875;İKİZCE
6273;3506;180879;İSLAMLAR
6274;3506;180881;PALAMUT
6275;3506;180883;SARIBELEN
6276;3506;180885;ÜZÜMLÜ
6277;3506;180889;YAYLAPALAMUT
6278;3506;180891;YUVACIK
6279;3560;2665;ARSLANBUCAK
6280;3560;2666;KİRİŞ
6281;3560;2667;MERKEZ
6282;3560;2668;YENİ
6283;3560;99703;KUZDERE
6284;3560;180893;ÇAMYUVA
6285;3560;180927;GÖYNÜK
6286;3560;180959;TEKİROVA
6287;3560;180983;BEYCİK
6288;3560;180991;OVACIK
6289;3560;181003;ULUPINAR
6290;3560;198187;BELDİBİ
6291;3569;2679;ALAADDİN
6292;3569;2680;AŞAĞIPAZAR
6293;3569;2681;KARŞIYAKA
6294;3569;2682;KİREMİTLİ
6295;3569;2683;UZUNOLUK
6296;3569;2684;YENİ
6297;3569;181017;BÜYÜKKÖY
6298;3569;181055;KÜÇÜKKÖY
6299;3569;181063;BOZOVA
6300;3569;181083;ÇOMAKLI
6301;3569;181089;YELTEN
6302;3569;181119;YEŞİLYAYLA
6303;3569;181175;AKYAR
6304;3569;181181;AVDAN
6305;3569;181185;YELEME
6306;3569;181189;BAYAT
6307;3569;181193;BAYATBADEMLERİ
6308;3569;181197;BEĞİŞ
6309;3569;181201;DEREKÖY
6310;3569;181207;ESENYURT
6311;3569;181211;KEVZER
6312;3569;181215;GÜZLE
6313;3569;181219;İMECİK
6314;3569;181225;İMRAHOR
6315;3569;181231;KARABAYIR
6316;3569;181235;KARATAŞ
6317;3569;181237;KARGALIK
6318;3569;181241;KARGIN
6319;3569;181243;KEMERAĞZI
6320;3569;181247;KIRKPINAR
6321;3569;181251;KÖSELER
6322;3569;181255;SÖĞÜTCÜK
6323;3569;181257;SÜLEKLER
6324;3569;181261;TAŞKESİĞİ
6325;3569;181269;TATKÖY
6326;3569;181273;SIMANDIR
6327;3569;181277;YAZIR
6328;3569;181281;YUKARIKARAMAN
6329;3569;181287;GÖÇERLER
6330;3569;181291;ÇAYKENARI
6331;3569;181297;ÇUKURCA
6332;3569;181301;GARİPCE
6333;3569;181305;KARAKUYU
6334;3569;181309;LEYLEK
6335;3569;181313;YAKAKÖY
6336;3569;181317;KIZILCADAĞ
6337;3569;181323;BAHÇEYAKA
6338;3569;181327;ÇIVGALAR
6339;3569;181331;KAYABAŞ
6340;3569;181335;KIZILALİLER
6341;3569;181339;KOZAĞACI
6342;3569;181345;KÜÇÜKLÜ
6343;3569;181347;MAMATLAR
6344;3569;181351;NEBİLER
6345;3569;181355;OSMANKALFALAR
6346;3569;181359;MANAY
6347;3569;181363;YEŞİLOBA
6348;3569;181367;DURALİLER
6349;3624;2704;BAĞLIK
6350;3624;2705;CUMHURİYET
6351;3624;2706;ESKİCAMİ
6352;3624;2707;KARŞIYAKA
6353;3624;2708;KASAPÇAYIRI
6354;3624;2709;SARIKAVAK
6355;3624;2710;YENİ
6356;3624;98966;TEMEL EĞİTİM
6357;3624;98967;ELLİNCİ YIL
6358;3624;98968;NARENCİYE
6359;3624;98969;MEYDAN
6360;3624;98970;GÖKSU
6361;3624;98971;KUM
6362;3624;98972;MERKEZ
6363;3624;181377;BEYKONAK
6364;3624;181433;ADRASAN
6365;3624;181447;MAVİKENT
6366;3624;181475;BELEN
6367;3624;181485;BEŞİKÇİ
6368;3624;181491;ÇAYİÇİ
6369;3624;181495;ERENTEPE
6370;3624;181499;GÜZÖREN
6371;3624;181501;HACIVELİLER
6372;3624;181503;HIZIRKAHYA
6373;3624;181505;İNCİRCİK
6374;3624;181509;KAVAKKÖY
6375;3624;181513;YAZIR
6376;3624;181521;ORTAKÖY
6377;3624;181523;SALUR
6378;3624;181529;SARICASU
6379;3624;181535;TOPTAŞ
6380;3624;181539;YENİKIŞLA
6381;3624;181545;YEŞİLKÖY
6382;3624;181551;ALTINYAKA
6383;3624;181559;BÜYÜKALAN
6384;3624;181565;ÇALTI
6385;3624;181571;DEREKÖY
6386;3624;181573;GÖLCÜK
6387;3624;181579;KARACAAĞAÇ
6388;3624;181587;KARACAÖREN
6389;3624;181591;KUZCA
6390;3652;2724;A. HİSAR
6391;3652;2725;A. PAZARCI
6392;3652;2726;AYDINEVLER
6393;3652;2727;BAHÇELİEVLER
6394;3652;2728;ÇAĞLAYAN
6395;3652;2729;EMEK
6396;3652;2730;KASAPLAR
6397;3652;2731;KAVAKLI
6398;3652;2732;MİMAR SİNAN
6399;3652;2733;ÖRNEK
6400;3652;2734;SANAYİ
6401;3652;2735;SORGUN
6402;3652;2736;ŞELALE
6403;3652;2737;YAYLA
6404;3652;2738;Y.HİSAR
6405;3652;2739;Y.PAZARCI
6406;3652;2740;MİLLİ EGEMENLİK
6407;3652;2741;SALKIM EVLER
6408;3652;2742;ESKİ HİSAR
6409;3652;181605;ÇOLAKLI
6410;3652;181653;ILICA
6411;3652;181817;KIZILOT
6412;3652;181829;OYMAPINAR
6413;3652;181839;SARILAR
6414;3652;181841;SİDE
6415;3652;181843;EVRENSEKİ
6416;3652;181845;TAŞAĞIL
6417;3652;181847;GÜNDOĞDU
6418;3652;181849;AHMETLER
6419;3652;181851;AKSAZ
6420;3652;181853;AŞAĞIIŞIKLAR
6421;3652;181855;BELENOBASI
6422;3652;181857;BOZTEPE
6423;3652;181859;BUCAKŞEYHLER
6424;3652;181861;CEVİZLER
6425;3652;181863;NAMARAS
6426;3652;181865;ÇAVUŞKÖY
6427;3652;181867;ÇAYYAZI
6428;3652;181869;ÇELTİKÇİ
6429;3652;181871;ÇENGER
6430;3652;181873;KARAVCA
6431;3652;181875;DEMİRCİLER
6432;3652;181877;DİKMEN
6433;3652;181879;DOĞANÇAM
6434;3652;181881;DOLBAZLAR
6435;3652;181883;EVRENLERYAVŞI
6436;3652;181885;GEBECE
6437;3652;181887;GENÇLER
6438;3652;181889;GÜZELYALI
6439;3652;181891;HACIALİ
6440;3652;181893;HACIİSALI
6441;3652;181895;HACIOBASI
6442;3652;181897;HALİTAĞALAR
6443;3652;181899;HATİPLER
6444;3652;181901;HOCALI
6445;3652;181903;KADILAR
6446;3652;181905;KALEMLER
6447;3652;181907;KARACALAR
6448;3652;181909;KARAKAYA
6449;3652;181911;KARAÖZ
6450;3652;181913;KIZILAĞAÇ
6451;3652;181915;ODAÖNÜ
6452;3652;181917;ÖRENŞEHİR
6453;3652;181919;SALUR
6454;3652;181921;SARAÇLI
6455;3652;181923;SEVİNÇKÖY
6456;3652;181925;SEYDİLER
6457;3652;181927;SIRTKÖY
6458;3652;181929;SÜLEK
6459;3652;181931;ŞİŞELER
6460;3652;181933;TAŞKESİĞİ
6461;3652;181935;TEPEKÖY
6462;3652;181937;TİLKİLER
6463;3652;181939;ULUKAPI
6464;3652;181941;UZUNLAR
6465;3652;181943;YALÇIDİBİ
6466;3652;181945;YAYLAALAN
6467;3652;181947;YUKARIIŞIKLAR
6468;3652;181949;GÜLTEPE
6469;3652;181951;YENİKÖY
6470;3652;181953;UZUNKALE
6471;3652;181955;BEŞKONAK
6472;3652;181957;ALTINKAYA
6473;3652;181959;BALLIBUCAK
6474;3652;181961;BURMAHAN
6475;3652;181963;ÇALTEPE
6476;3652;181965;DEĞİRMENÖZÜ
6477;3652;181967;DÜZAĞAÇ
6478;3652;181969;GAZİLER
6479;3652;181971;KARABÜK
6480;3652;181973;KIRKKAVAK
6481;3652;181975;YEŞİLBAĞ
6482;3652;181977;BEREKET
6483;3652;181979;BEYDİĞİN
6484;3652;181981;BÜKLÜCE
6485;3652;181983;ÇAKIŞ
6486;3652;181985;ÇARDAKKÖY
6487;3652;181987;DENİZYAKA
6488;3652;181989;HOCALAR
6489;3652;181991;KARABUCAK
6490;3740;2769;BELPINAR
6491;3740;2770;CUMHURİYET
6492;3740;2771;KÖKEZ
6493;3740;2772;MERKEZ
6494;3740;2773;ORTA
6495;3740;2774;YENİ
6496;3740;2775;AKÇAALAN
6497;3740;99798;CUMALI
6498;3740;99799;GEDİK
6499;3740;99800;KÜRÜŞ
6500;3740;182005;BELEK
6501;3740;182007;BELKIS
6502;3740;182009;ÇANDIR
6503;3740;182011;KADRİYE
6504;3740;182013;KARADAYI
6505;3740;182015;YUKARIKOCAYATAK
6506;3740;182017;BOĞAZKENT
6507;3740;182019;GEBİZ
6508;3740;182021;ABDURRAHMANLAR
6509;3740;182023;AKBAŞ
6510;3740;182025;ALACAMİ
6511;3740;182027;AŞAĞIÇATMA
6512;3740;182029;AŞAĞIKOCAYATAK
6513;3740;182031;BERENDİ
6514;3740;182033;BİLGİNLER
6515;3740;182035;BUCAKKÖY
6516;3740;182037;BURMAHANCI
6517;3740;182039;BÜĞÜŞ
6518;3740;182041;ÇAKALLIK
6519;3740;182043;ÇANAKÇI
6520;3740;182045;DENİZTEPESİ
6521;3740;182047;DİKMEN
6522;3740;182049;EMİNCELER
6523;3740;182051;ESKİYÜRÜK
6524;3740;182053;GÖKÇEPINAR
6525;3740;182055;KARATAŞ
6526;3740;182057;KARINCALI
6527;3740;182059;KAYABURNU
6528;3740;182061;KOZAĞACI
6529;3740;182063;KUŞLAR
6530;3740;182065;PINARCIK
6531;3740;182067;SARIABALI
6532;3740;182069;ŞATIRLI
6533;3740;182071;ÜRÜNDÜ
6534;3740;182073;YANKÖY
6535;3740;182075;YEŞİLYURT
6536;3740;182077;ZIRLANKAYA
6537;3740;182079;AKÇAPINAR
6538;3740;182081;AŞAĞIOBA
6539;3740;182083;BOZDOĞAN
6540;3740;182085;ÇATALLAR
