id;koy_kod;kod;ad
1;1;1;AHMET REMZİ YÜREĞİR
2;1;2;AKKAPI
3;1;3;ALİDEDE
4;1;4;AYDINLAR
5;1;5;BAHÇELİEVLER
6;1;6;BARBAROS
7;1;7;BARIŞ
8;1;9;BEŞOCAK
9;1;10;BEY
10;1;12;CEMALPAŞA
11;1;13;ÇINARLI
12;1;14;DAĞLIOĞLU
13;1;15;DEMETEVLER
14;1;16;DENİZLİ
15;1;17;DÖŞEME
16;1;18;DUMLUPINAR
17;1;19;EMEK
18;1;20;FATİH
19;1;21;FEVZİPAŞA
20;1;22;GAZİPAŞA
21;1;23;GÜLBAHÇESİ
22;1;24;GÜLPINAR
23;1;25;GÜRSELPAŞA
24;1;27;HANEDAN
25;1;28;HAVUZLUBAHÇE
26;1;29;HURMALI
27;1;31;HÜRRİYET
28;1;32;İSMETPAŞA
29;1;33;İSTİKLAL
30;1;34;KARASOKU
31;1;35;KAYALIBAĞ
32;1;36;KOCAVEZİR
33;1;37;KURTULUŞ
34;1;38;KURUKÖPRÜ
35;1;40;MESTANZADE
36;1;41;MEYDAN
37;1;42;MIDIK
38;1;43;MİRZAÇELEBİ
39;1;44;MİTHATPAŞA
40;1;45;NAMIK KEMAL
41;1;46;NARLICA
42;1;47;ONUR
43;1;48;OVA
44;1;49;PINAR
45;1;50;REŞATBEY
46;1;51;SAKARYA
47;1;52;SARIYAKUP
48;1;53;SUCUZADE
49;1;54;SÜMER
50;1;55;ŞAKİRPAŞA
51;1;56;ŞEHİTDURAN
52;1;57;TEPEBAĞ
53;1;59;TÜRKOCAĞI
54;1;60;UÇAK
55;1;61;ULUCAMİİ
56;1;62;YENİBARAJ
57;1;63;YENİBEY
58;1;64;TELLİDERE
59;1;65;YEŞİLEVLER
60;1;66;YEŞİLOBA
61;1;67;YEŞİLYURT
62;1;68;YEŞİLYUVA
63;1;71;ZİYAPAŞA
64;1;72;2000 EVLER
65;1;73;BÜYÜKÇILDIRIM
66;1;74;BÜYÜKDİKİLİ
67;1;75;CAMUZCU
68;1;80;GÖKÇELER
69;1;81;GÖLBAŞI
70;1;82;KARAKUYU
71;1;86;KOYUNCU
72;1;89;KUYUMCULAR
73;1;90;KÜÇÜKÇILDIRIM
74;1;93;SARIHAMZALI
75;1;94;SARIHUĞLAR
76;1;96;YALMANLI
77;1;97;YENİDAM
78;1;98;YOLGEÇEN
79;1;99;ZEYTİNLİ
80;1;100;BAHÇEŞEHİR
81;1;101;YENİ 
82;1;103;HADIRLI
83;1;104;KARAYUSUFLU
84;1;105;SERİNEVLER
85;1;106;KAYIŞLI
86;1;107;SALMANBEYLİ
87;1;108;DERVİŞLER
88;1;109;ÇAPUTÇU
89;1;110;KÖYLÜOĞLU
90;1;111;DÖRTAĞAÇ
91;1;112;MÜRSELOĞLU
92;1;113;KOZA
93;1;114;KÜÇÜKDİKİLİ
94;1;115;KAVAKLI
95;1;116;MEKAN
96;1;117;SÖĞÜTLÜ
97;6;118;AKDENİZ
98;6;119;AKINCILAR
99;6;120;ANADOLU
100;6;121;BAHÇELİEVLER
101;6;122;BAŞAK
102;6;123;ÇAMLIBEL
103;6;124;DERVİŞLER
104;6;125;GÜNEŞLİ
105;6;126;HAYDAROĞLU
106;6;127;KARACAOĞLAN
107;6;128;KAZIM KARABEKİR
108;6;129;KIŞLA
109;6;130;KİREMİTHANE
110;6;131;KÖPRÜLÜ
111;6;132;LEVENT
112;6;133;ÖZGÜR
113;6;134;P.T.T
114;6;136;SELAHATTİN EYYUBİ
115;6;137;SERİNEVLER
116;6;138;SEYHAN
117;6;139;SİNANPAŞA
118;6;140;ŞEHİT ERKUT AKBAY
119;6;141;TAHSİLLİ
120;6;142;ULUBATLI HASAN
121;6;143;YAMAÇLI
122;6;144;YAVUZLAR
123;6;145;19 Mayıs
124;6;147;MUTLU
125;6;148;DEDE KORKUT
126;6;149;CUMHURİYET
127;6;150;YUNUS EMRE
128;6;151;YEŞİL BAĞLAR
129;6;152;KOZA
130;6;153;GÜZELEVLER
131;6;154;YENİDOĞAN
132;6;155;ATAKENT
133;6;156;SARIÇAM
134;6;157;DADALOĞLU
135;6;164;GÜZEL CUMHURİYET
136;6;176;DOĞANKENT BAHÇELİEVLER
137;6;177;DOĞANKENT CUMHURİYET
138;6;178;GAZİPAŞA
139;6;179;DOĞANKENT KIŞLA
140;6;180;PEKMEZLİ
141;6;181;AĞZIBÜYÜK
142;6;182;DANIŞMENT
143;6;183;DENİZKUYUSU
144;6;184;SAĞDIÇLI
145;6;185;ŞEYHMURAT
146;6;187;TAŞÇI
147;6;188;HAVUTLU
148;6;189;AYDINCIK
149;6;190;KAYARLI
150;6;191;YUKARIÇİÇEKLİ
151;6;192;ALİHOCALI
152;6;193;KÖKLÜCE
153;6;194;ATATÜRK
154;6;195;SOLAKLI CUMHURİYET
155;6;196;SOLAKLI HÜRRİYET
156;6;197;SAZAK
157;6;198;ŞAHİNAĞA
158;6;199;PAŞAKÖY
159;6;200;YALNIZCA
160;6;201;AKDAM
161;6;202;EĞRİAĞAÇ
162;6;203;ZAĞARLI
163;6;204;KAMIŞLI
164;6;205;GÖKÇELİ
165;6;206;YENİCE
166;6;207;BEYKÖY
167;6;208;ÇAĞIRKANLI
168;6;209;KÖPRÜGÖZÜ
169;6;210;YUNUSOĞLU CUMHURİYET
170;6;211;YUNUSOĞLU HÜRRİYET
171;6;212;SAKIZLI
172;6;213;HACIALİ
173;6;214;CİNE
174;6;215;YENİKÖY
175;6;216;GÜMÜŞYAZI
176;6;217;KADIKÖY
177;6;218;YERDELEN
178;6;219;IRMAKBAŞI
179;6;220;CIRIK
180;6;221;KARAAHMETLİ
181;6;222;ESKİ MİSİS
182;6;223;YAKAPINAR
183;6;225;ABDİOĞLU CUMHURİYET
184;6;226;ÖZLER
185;6;227;BÜYÜKKAPILI
186;6;228;HEREKLİ
187;6;229;ÇOTLU
188;6;230;DÜZCE
189;6;231;ESENLER
190;6;232;KÜTÜKLÜ
191;6;233;YAHŞİLER
192;6;237;HAVRANİYE
193;6;238;GEÇİTLİ CUMHURİYET
194;6;243;DEDEPINARI
195;6;244;CAMİLİ
196;6;176873;ÇELEMLİ
197;65;248;AKPINAR
198;65;249;BAŞPINAR
199;65;250;MANSURLU
200;65;251;SİNANPAŞA
201;65;176887;AKÖREN
202;65;176889;BOZTAHTA
203;65;176891;BÜYÜKSOFULU
204;65;176893;CERİTLER
205;65;176895;DARILIK
206;65;176897;DAİLER
207;65;176899;DÖLEKLİ
208;65;176901;EĞNER
209;65;176903;GERDİBİ
210;65;176905;GÖKÇEKÖY
211;65;176907;EBRİŞİM
212;65;176909;KABASAKAL
213;65;176911;KARAHAN
214;65;176913;KICAK
215;65;176915;KIŞLAK
216;65;176917;KIZILDAM
217;65;176919;KÖKEZ
218;65;176921;KÖPRÜCÜK
219;65;176923;KÜP
220;65;176925;MADENLİ
221;65;176927;MAZILIK
222;65;176929;TOPALLI
223;65;176931;UZUNKUYU
224;65;176933;POSYAĞBASAN
225;65;176935;GİREĞİYENİKÖY
226;65;176937;YETİMLİ
227;65;176939;YÜKSEKÖREN
228;93;255;ADATEPE
229;93;256;AYDEMİROĞLU
230;93;257;BELEDİYE EVLERİ
231;93;258;BÜYÜKKIRIM
232;93;259;BOTA
233;93;260;BURHANİYE
234;93;261;CİVANTAYAK
235;93;262;CUMHURİYET
236;93;263;EMEK
237;93;264;ESENTEPE
238;93;265;FATİH SULTAN MEHMET
239;93;266;GAZİ OSMAN PAŞA
240;93;267;ŞEHİT HACI İBRAHİM
241;93;268;HÜRRİYET
242;93;269;İNÖNÜ
243;93;270;İSTİKLAL
244;93;271;ZÜBEYDE HANIM
245;93;272;KELEMETİ
246;93;273;KÜÇÜKKIRIM
247;93;274;KONAKOĞLU
248;93;275;KORUKLU
249;93;276;MİTHAT PAŞA
250;93;277;MODERNEVLER
251;93;278;MURADİYE
252;93;279;NAMIK KEMAL
253;93;280;SARISAKAL
254;93;281;ŞAHİN ÖZBİLEN
255;93;282;ATATÜRK
256;93;283;ULUS
257;93;284;YARSUAT
258;93;285;ALTIOCAK
259;93;176941;BÜYÜKMANGIT
260;93;176943;DORUK
261;93;176945;HAMDİLLİ
262;93;176947;KURTKULAĞI
263;93;176949;KURTPINAR
264;93;176951;MERCİMEK
265;93;176953;MUSTAFABEYLİ
266;93;176955;SARIMAZI
267;93;176957;KÖSRELİ
268;93;176959;BİRKENT
269;93;176961;SAĞKAYA
270;93;176963;AĞAÇPINAR
271;93;176965;ALTIKARA
272;93;176967;AZİZLİ
273;93;176969;BÜYÜKBURHANİYE
274;93;176971;ÇAKALDERE
275;93;176973;ÇEVRETEPE
276;93;176975;ÇİÇEKLİ
277;93;176977;ÇİFTLİKLER
278;93;176979;ÇOKÇAPINAR
279;93;176981;DEĞİRMENDERE
280;93;176983;DOKUZTEKNE
281;93;176985;DURHASANDEDE
282;93;176987;DUTLUPINAR
283;93;176989;ERENLER
284;93;176991;GÜNDOĞAN
285;93;176993;VEYSİYE
286;93;176995;HAMİDİYE
287;93;176997;HAMİTBEY
288;93;176999;HAMİTBEYBUCAĞI
289;93;177001;İMRAN
290;93;177003;MERCİN
291;93;177005;İSALI
292;93;177007;KILIÇKAYA
293;93;177009;KIZILDERE
294;93;177011;KÖPRÜLÜ
295;93;177013;KÖRKUYU
296;93;177015;KUZUCAK
297;93;177017;KÜÇÜKBURHANİYE
298;93;177019;KÜÇÜKMANGIT
299;93;177021;NARLIK
300;93;177023;SAĞIRLAR
301;93;177025;AYDINLAR
302;93;177027;SELİMİYE
303;93;177029;SİRKELİ
304;93;177031;SOĞUKPINAR
305;93;177033;TOKTAMIŞ
306;93;177035;YELLİBEL
307;93;177037;NAZIMBEY YENİKÖY
308;93;177039;YILANKALE
309;93;177041;ADAPINAR
310;93;177043;ALTIGÖZBEKİRLİ
311;93;177045;DAĞISTAN
312;93;177047;BURHANLI
313;93;177049;CEYHANBEKİRLİ
314;93;177051;ÇATAKLI
315;93;177053;DEĞİRMENLİ
316;93;177055;DİKİLİTAŞ
317;93;177057;EKİNYAZI
318;93;177059;ELMAGÖLÜ
319;93;177061;GÜNLÜCE
320;93;177063;IRMAKLI
321;93;177065;KARAKAYALI
322;93;177067;TATARLI
323;93;177069;YALAK
324;93;177071;AĞAÇLI
325;93;177073;AKDAM
326;93;177075;BAŞÖREN
327;93;177077;CAMUZAĞILI
328;175;319;BELENKÖY
329;175;320;GÖKÇELİ
330;175;321;KARACAUŞAĞI
331;175;322;KAZANCI
332;175;323;YEŞİL DÜŞMÜŞ
333;175;324;SÜLEMİŞLİ
334;175;325;KEKLİKÇİ
335;175;326;KARACAOĞLAN
336;175;327;İSLAM
337;175;177103;AKKAYA
338;175;177105;AKOLUK
339;175;177107;BAĞDATLI
340;175;177109;BAHÇECİK
341;175;177111;ÇANDIRLAR
342;175;177113;ÇÜRÜKLER
343;175;177115;DEĞİRMENCİUŞAĞI
344;175;177117;GEDİKLİ
345;175;177119;GÖBELLİ
346;175;177121;GÜRÜMZE
347;175;177123;GÜZPINARI
348;175;177125;HIDIRUŞAĞI
349;175;177127;İNCİRCİ
350;175;177129;KAŞALTI
351;175;177131;KAYADİBİ
352;175;177133;KIRIKUŞAĞI
353;175;177135;KISACIKLI
354;175;177137;KIZILYER
355;175;177139;KOÇYAZI
356;175;177141;KONAKKURAN
357;175;177143;OLUCAK
358;175;177145;PAŞALI
359;175;177147;SÜPHANDERE
360;175;177149;TENKERLİ
361;175;177151;TOKMANAKLI
362;175;177153;TORTULU
363;175;177155;UĞURLUBAĞ
364;175;177157;YAYLAPINAR
365;175;177159;YEREBAKAN
366;175;177161;KOVUKÇINAR
367;175;177163;MANSURLU
368;175;177165;ÇONDU
369;175;177167;KALEYÜZÜ
370;175;177169;MUSALAR
371;175;177171;ORMANCIK
372;175;177173;ORTAKÖY
373;175;177175;ORUÇLU
374;175;177177;ŞAHMURATLI
375;175;177179;GAFFARUŞAĞI
376;215;328;ADALET
377;215;329;CUMHURİYET
378;215;330;HÜRRİYET
379;215;331;MENTEŞ
380;215;332;TUNA
381;215;333;SAYGEÇİT
382;215;108436;FATİH
383;215;108437;YENİEVLER
384;215;177181;AĞZIKARACA
385;215;177183;ALAYBEYİ
386;215;177185;AYVALI
387;215;177187;CAMİLİ
388;215;177189;ÇÖRTEN
389;215;177191;DANACILI
390;215;177193;ALİLER
391;215;177195;HACIHASANLI
392;215;177197;KOYUNEVİ
393;215;177199;MALIHIDIRLI
394;215;177201;OTLUK
395;215;177203;SAYCA
396;215;177205;SEVİNÇLİ
397;215;177207;SOKUTAŞ
398;215;177209;UFACIKÖREN
399;215;177211;ULUÇINAR
400;215;177213;ÜÇTEPE
401;215;177215;YAZITEPE
402;215;177217;PEKMEZCİ
403;235;334;KOCAVELİLER
404;235;335;KARAPINAR
405;235;336;SELAMPINAR
406;235;337;ÇECELİ
407;235;338;AKTAŞ
408;235;339;SAYPINAR
409;235;340;GÜVENÇ
410;235;341;BAŞKIF
411;235;342;KAPIKAYA
412;235;348;ÇATALAN
413;235;349;SARIMEHMETLİ
414;235;177219;AKÇALI
415;235;177221;ALTINOVA
416;235;177223;AŞAĞIBELEMEDİK
417;235;177225;AŞAĞIYÖRÜKLER
418;235;177227;AYAKKIF
419;235;177229;BARAKDAĞI
420;235;177231;BEYDEMİR
421;235;177233;BOLACALI
422;235;177235;MERKEZBOZTAHTA
423;235;177237;BUCAK
424;235;177239;ÇAKALLI
425;235;177241;ÇEVLİK
426;235;177243;ÇOCUKLAR
427;235;177245;ÇORLU
428;235;177247;ÇUKUR
429;235;177249;DEMİRÇİT
430;235;177251;DURAK
431;235;177253;EMELCİK
432;235;177255;ETEKLİ
433;235;177257;GİLDİRLİ
434;235;177259;GÖKHASANLI
435;235;177261;GÜLÜŞLÜ
436;235;177263;HACILI
437;235;177265;KALEDAĞI
438;235;177267;KARAHASANLI
439;235;177269;KARAKILIÇ
440;235;177271;KARAKUYU
441;235;177273;HACIKIRI
442;235;177275;KUYUCU
443;235;177277;KUZGUN
444;235;177279;MARAŞLI
445;235;177281;MURTÇUKURU
446;235;177283;NERGİZLİK
447;235;177285;TOPAKTAŞ
448;235;177287;YAZIBAŞI
449;235;177289;FİLİKLİ
450;235;177291;BEKİRLİ
451;235;177293;DÖŞEKEVİ
452;235;177295;EĞLENCE
453;235;177297;HACIMUSALI
454;235;177299;KIRIKLI
455;235;177301;KÖRÜKLÜ
456;235;177303;KUŞCUSOFULU
457;235;177305;NUHLU
458;235;177307;ÖMERLİ
459;235;177309;SADIKALİ
460;235;177311;FETTAHLI
461;235;177313;TATIK
462;235;177315;TOPKARALI
463;235;177317;TORUNSOLAKLI
464;235;177319;TÜMENLİ
465;298;350;KARŞIYAKA
466;298;351;KEMALİYE
467;298;352;ORTA
468;298;353;YENİ
469;298;177321;BAHÇE
470;298;177323;TUZLA
471;298;177325;ADALI
472;298;177327;BEBELİ
473;298;177329;ÇAKIRÖREN
474;298;177331;ÇAĞŞIRLI
475;298;177333;ÇİMELİ
476;298;177335;ÇUKURKAMIŞ
477;298;177337;DEVELİÖREN
478;298;177339;DOLAPLI
479;298;177341;GÖLKAYA
480;298;177343;HACIHASAN
481;298;177345;HELVACI
482;298;177347;İSAHACILI
483;298;177349;KARATAŞ
484;298;177351;KESİK
485;298;177353;KIRHASAN
486;298;177355;KIZILTAHTA
487;298;177357;KİREMİTLİ
488;298;177359;OYMAKLI
489;298;177361;SİRKENLİ
490;298;177363;TERLİKSİZ
491;298;177365;TOPRAKLI
492;298;177367;YEMİŞLİ
493;298;177369;YÜZBAŞI
494;298;177371;ATAKÖY
495;298;177373;ÇAVUŞLU
496;298;177375;DAMLAPINAR
497;298;177377;HASIRAĞACI
498;298;177379;İNNEPLİHÜYÜĞÜ
499;298;177381;KAPI
500;298;177383;KARAGÖÇER
501;298;177385;MELETMEZ
502;298;177387;SARIMSAK
503;298;177389;TABAKLAR
504;298;177391;TABUR
505;298;177393;TUZKUYUSU
506;298;177395;YASSIVEREN
507;298;177397;YENİMURAT
508;338;357;ARSLANPAŞA
509;338;358;CUMHURİYET
510;338;359;HACIUŞAĞI
511;338;360;MAHMUTLU
512;338;361;ŞEVKİYE
513;338;362;TAŞ
514;338;363;TUFANPAŞA
515;338;366;YARIMOĞLU
516;338;99077;AĞLIBOĞAZ
517;338;99078;BAĞLAR
518;338;99079;TAVŞANTEPE
519;338;99080;TÜRKELİ
520;338;99081;KARACAOĞLAN
521;338;99082;ÇANAKLI
522;338;99083;VARSAKLAR
523;338;177399;GAZİ
524;338;177401;ACARMANTAŞ
525;338;177403;AKARCA
526;338;177405;AKÇALIUŞAĞI
527;338;177407;AKDAM
528;338;177409;AKKAYA
529;338;177411;ALAPINAR
530;338;177413;ANDIL
531;338;177415;ARSLANLI
532;338;177417;AYŞEHOCA
533;338;177419;BAĞÖZÜ
534;338;177421;BOZTAHTA
535;338;177423;BUCAK
536;338;177425;BULDUKLU
537;338;177427;ÇAMDERE
538;338;177429;ÇAMLARCA
539;338;177431;ÇANDIK
540;338;177433;ÇELENUŞAĞI
541;338;177435;ÇOBANPINARI
542;338;177437;ÇOKAK
543;338;177439;ÇUKURÖREN
544;338;177441;ÇULLUUŞAĞI
545;338;177443;ÇÜRÜKLÜ
546;338;177445;ORÇAN
547;338;177447;DİKİLİTAŞ
548;338;177449;DİLEKKAYA
549;338;177451;DURALUŞAĞI
550;338;177453;DURMUŞLU
551;338;177455;DÜZAĞAÇ
552;338;177457;ERGENUŞAĞI
553;338;177459;ESKİKABASAKAL
554;338;177461;ESKİMANTAŞ
555;338;177463;FAYDALI
556;338;177465;FERHATLI
557;338;177467;GEDİKLİ
558;338;177469;GÖKÇEYOL
559;338;177471;GÖKGÖZ
560;338;177473;GÜNERİ
561;338;177475;HACIMİRZALI
562;338;177477;HAMAM
563;338;177479;ILICA
564;338;177481;IŞIKKAYA
565;338;177483;IŞIKLI
566;338;177485;İDEMKÖY
567;338;177487;KABAKTEPE
568;338;177489;KALKUMAÇ
569;338;177491;KAPIKAYA
570;338;177493;KARABUCAK
571;338;177495;KARACAÖREN
572;338;177497;KARAHAMZALI
573;338;177499;KARANEBİLİ
574;338;177501;KEMERKÖY
575;338;177503;KIBRISLAR
576;338;177505;KIZILLAR
577;338;177507;KIZLARSEKİSİ
578;338;177509;KÖSELİ
579;338;177511;KUYTUCAK
580;338;177513;KUYUBELİ
581;338;177515;KUYULUK
582;338;177517;MAHYALAR
583;338;177519;MARANKEÇİLİ
584;338;177521;MİNNETLİ
585;338;177523;ORUÇLU
586;338;177525;ÖRENDERE
587;338;177527;ÖZBAŞI
588;338;177529;PEKMEZCİ
589;338;177531;POSTKABASAKAL
590;338;177533;SALMANLI
591;338;177535;ŞERİFLİ
592;338;177537;TUFANLI
593;338;177539;TURGUTLU
594;338;177541;TURUNÇLU
595;338;177543;VELİCANLI
596;338;177545;YANALERİK
597;338;177547;YASSIÇALI
598;338;177549;YENİKÖY
599;338;177551;YUKARIKEÇİLİ
600;338;177553;GÖRBEYAZ
601;338;177555;KAHVELİ
602;338;177557;TEPECİKÖREN
603;338;177559;AYDIN
604;338;177561;BAĞTEPE
605;338;177563;DAMYERİ
606;338;177565;DOĞANALANI
607;338;177567;ENİZÇAKIRI
608;427;375;CUMHURİYET
609;427;376;İSTİKLAL
610;427;377;KURTULUŞ
611;427;378;ZAFER
612;427;177575;AKÇATEKİR
613;427;177577;ALPU
614;427;177579;BELEMEDİK
615;427;177581;ESKİKONACIK
616;427;177583;FINDIKLI
617;427;177585;GÖKBEZ
618;427;177587;ÖMERLİ
619;427;177589;YENİKONACIK
620;427;177591;KAMIŞLI
621;427;177593;AŞÇIBEKİRLİ
622;427;177595;ÇAMLIBEL
623;427;177597;DAĞDİBİ
624;427;177599;HAMİDİYE
625;427;177601;KARAKIŞLAKÇI
626;427;177603;YAĞLITAŞ
627;427;177605;YAZICAK
628;427;177607;YUKARIBELEMEDİK
629;445;385;FATİH
630;445;386;İSLAM
631;445;387;YEŞİLBAĞLAR
632;445;177609;AKSAAĞAÇ
633;445;177611;AVCIPINARI
634;445;177613;AYVACIK
635;445;177615;BEYPINARI
636;445;177617;NARLIDERE
637;445;177619;CUMHURLU
638;445;177621;ÇATAK
639;445;177623;ÇERALAN
640;445;177625;ÇORAK
641;445;177627;DEĞİRMENCİUŞAĞI
642;445;177629;EYÜPLÜ
643;445;177631;GÖKMENLER
644;445;177633;GÜRLEŞEN
645;445;177635;HALİLBEYLİ
646;445;177637;HİMMETLİ
647;445;177639;KANDİLLİ
648;445;177641;KAPAKLIKUYU
649;445;177643;KARAKUYU
650;445;177645;KIZILAĞAÇ
651;445;177647;MAHMUTLU
652;445;177649;NALTAŞ
653;445;177651;TÜLÜ
654;445;177653;YARDİBİ
655;445;177655;YENİKÖY
656;445;177657;TOPALLAR
657;472;388;CUMHURİYET
658;472;389;İSTİKLAL
659;472;390;YENİCAMİ
660;472;177659;BOZGÜNEY
661;472;177661;AKÇAL
662;472;177663;AKPINAR
663;472;177665;AYVAT
664;472;177667;ELEMANLI
665;472;177669;ÇATALÇAM
666;472;177671;ÇUKURKIŞLA
667;472;177673;DAMLALI
668;472;177675;DEMİROLUK
669;472;177677;DOĞANBEYLİ
670;472;177679;DOĞANLI
671;472;177681;EVCİ
672;472;177683;FATMAKUYU
673;472;177685;GÜZELİM
674;472;177687;HANYERİ
675;472;177689;İĞDEBEL
676;472;177691;KARSAVRAN
677;472;177693;KAYAPINAR
678;472;177695;KAYARCIK
679;472;177697;KİRAZLIYURT
680;472;177699;KOCCAĞIZ
681;472;177701;ORTAKÖY
682;472;177703;PEKMEZLİ
683;472;177705;PINARLAR
684;472;177707;BOLATPINARI
685;472;177709;ŞAR
686;472;177711;TAŞPINAR
687;472;177713;TOZLU
688;472;177715;YAMANLI
689;472;177717;YEŞİLOVA
690;503;393;AKDENİZ
691;503;394;AKYUVA
692;503;395;AYAS
693;503;396;DEVRİŞİYE
694;503;397;KEMALPAŞA
695;503;398;ÖREN
696;503;177719;KALDIRIM
697;503;177721;YEŞİLKÖY
698;503;177723;ZEYTİNBELİ
699;503;177725;ASMALI
700;503;177727;AYVALIK
701;503;177729;DEMİRTAŞ
702;503;177731;DEVECİUŞAĞI
703;503;177733;GÖLOVASI
704;503;177735;HAMZALI
705;503;177737;HAYLAZLI
706;503;177739;KALEMLİ
707;503;177741;KESMEBURUN
708;503;177743;KIRMIZIDAM
709;503;177745;KUZUPINARI
710;503;177747;NARLIÖREN
711;503;177749;SUGÖZÜ
712;503;177751;YENİKÖY
713;503;177753;YUMURTALIK
714;522;411;ALİTAŞI
715;522;412;ALTINŞEHİR
716;522;413;BAHÇECİK
717;522;414;BAHÇELİEVLER
718;522;415;BARBAROS HAYRETTİN
719;522;416;CUMHURİYET
720;522;417;ESKİSARAY
721;522;418;FATİH
722;522;419;HOCAÖMER
723;522;420;İMAMAĞA
724;522;421;KAPCAMİ
725;522;422;KARAPINAR
726;522;423;KAYALIK
727;522;424;MALAZGİRT
728;522;425;MARA
729;522;426;MEHMET AKİF
730;522;427;MİMAR SİNAN
731;522;428;MUSALLA
732;522;429;ÖRENLİ
733;522;430;TÜRKİYE PETROLLERİ
734;522;431;SIRATUT
735;522;432;SİTELER
736;522;433;SÜMEREVLER
737;522;434;TURGUT REİS
738;522;435;ULUCAMİ
739;522;436;VARLIK
740;522;437;YAVUZ SELİM
741;522;438;YENİ
742;522;439;YENİ SANAYİ
743;522;440;YENİPINAR
744;522;441;YEŞİLYURT
745;522;442;YUNUS EMRE
746;522;443;ESENTEPE
747;522;444;PETROLOSB
748;523;4027;KÖYÜN KENDİSİ
749;524;4028;KÖYÜN KENDİSİ
750;524;4029;MAHMUTLU
751;525;4030;KÖYÜN KENDİSİ
752;526;4031;KÖYÜN KENDİSİ
753;526;4032;GÖKTEPE
754;526;4033;MİROĞLU
755;527;4034;GÜZELEVLER
756;527;4035;UZUNÖMER
757;527;4037;GÜLTEPE
758;527;4038;KÖYÜN KENDİSİ
759;527;4039;ÖZELEVLER
760;528;4041;KÖYÜN KENDİSİ
761;529;4043;KÖYÜN KENDİSİ
762;529;4044;KÖKLÜ
763;530;4045;KÖYÜN KENDİSİ
764;531;4047;KÖYÜN KENDİSİ
765;531;4048;MÜRSEL
766;532;4049;KÜÇÜK KAVAKLI
767;532;4051;KARAKÖPRÜ
768;532;4053;ALTINTOP
769;532;4054;KÖYÜN KENDİSİ
770;533;4055;KÖYÜN KENDİSİ
771;533;4056;KÜÇÜK KIRIKLI
772;533;4057;KÜÇÜKKIRKLI
773;534;4058;KÖYÜN KENDİSİ
774;535;4059;KÖYÜN KENDİSİ
775;536;4060;KÖYÜN KENDİSİ
776;536;4061;YENİMAH.
777;537;4062;KÖYÜN KENDİSİ
778;538;4063;KÖYÜN KENDİSİ
779;538;152454;DÖRTYOL
780;539;4064;KÖYÜN KENDİSİ
781;539;4065;ESKİVİRAN
782;539;4066;TUTLUCA
783;540;4067;KÖYÜN KENDİSİ
784;541;4068;KÖYÜN KENDİSİ
785;542;4069;KÖYÜN KENDİSİ
786;542;4070;MADUN
787;542;4071;ZORKÖY
788;542;4072;KARTİ
789;543;4073;KÖYÜN KENDİSİ
790;543;4074;ORDU
791;544;4075;KİLİSİK
792;544;4076;YASSIHÖYÜK
793;544;4077;KÖYÜN KENDİSİ
794;545;446;ATATÜRK
795;545;447;İNÖNÜ
796;545;449;TEPEBAŞI
797;546;4078;KÖYÜN KENDİSİ
798;546;4079;ÇAYLI (DÜDERE)
799;547;4080;KÖYÜN KENDİSİ
800;547;4081;BENAV (DARICA)
801;547;4082;ŞİFRAK (SERİNCE)
802;548;4083;KÖYÜN KENDİSİ
803;549;4084;KÖYÜN KENDİSİ
804;549;4085;KÜÇÜK HACIVERT
805;549;98846;MALTEPE
806;550;4086;KÖYÜN KENDİSİ
807;550;4087;MAHMUT EL ENSARİ ZİYARETİ
808;551;4089;KÖYÜN KENDİSİ
809;552;4090;KÖYÜN KENDİSİ
810;553;4091;KÖYÜN KENDİSİ
811;554;4092;KÖYÜN KENDİSİ
812;554;4093;ACEMPINARI
813;555;4094;KÖYÜN KENDİSİ
814;555;4095;UĞURLU
815;555;4096;KAYABAŞI (KAZNİ)
816;555;4097;ULUBEY
817;555;99655;AFETEVLERİ
818;556;4100;KÖYÜN KENDİSİ
819;557;4101;KÖYÜN KENDİSİ
820;557;4102;ÇOKPINAR
821;558;4103;KÖYÜN KENDİSİ
822;559;4104;KÖYÜN KENDİSİ
823;560;4105;KÖYÜN KENDİSİ
824;561;4106;AKÇİK
825;561;4108;KÖYÜN KENDİSİ
826;561;4109;KARRUZ
827;562;4110;KÖYÜN KENDİSİ
828;563;4111;KÖYÜN KENDİSİ
829;564;4112;KÖYÜN KENDİSİ
830;565;4115;KÖYÜN KENDİSİ
831;566;4116;KÖYÜN KENDİSİ
832;566;4117;YEŞİLKÖY
833;567;4118;KÖYÜN KENDİSİ
834;567;4119;VARTANA
835;568;4120;KÖYÜN KENDİSİ
836;569;4121;KÖYÜN KENDİSİ
837;570;4122;KÖYÜN KENDİSİ
838;570;4123;BEYLER
839;570;4124;AKYURT
840;571;4125;KÖYÜN KENDİSİ
841;571;4126;GÖZECİK (KÇ. ÇARKEZİ)
842;572;4127;KÖYÜN KENDİSİ
843;572;4128;ÖRÜMCE
844;573;450;ÇATDERESİ
845;573;451;ÇİMENKE
846;573;452;İNCEKOZ
847;573;453;KARAÇALI
848;573;454;MERKEZ
849;573;455;ZİVAR
850;574;4129;KÖYÜN KENDİSİ
851;575;4130;KÖYÜN KENDİSİ
852;576;4131;KÖYÜN KENDİSİ
853;576;4132;NARLIK
854;577;4133;KÖYÜN KENDİSİ
